Number	Northing	Easting	Elevation	Raw Desc	Latitude	Longitude
10142	2113140.858390	6763465.47768	0.00	A1 R1 P42	38.96252432350	-121.29027908800
10143	2113140.836620	6763468.81085	0.00	A1 R1 P43	38.96252419220	-121.29026736600
10144	2113140.815250	6763472.14423	0.00	A1 R1 P44	38.96252406200	-121.29025564300
10145	2113140.793280	6763475.47757	0.00	A1 R1 P45	38.96252393030	-121.29024392100
10146	2113140.771630	6763478.81068	0.00	A1 R1 P46	38.96252379930	-121.29023219900
10147	2113140.749850	6763482.14385	0.00	A1 R1 P47	38.96252366800	-121.29022047700
10148	2113140.728510	6763485.47723	0.00	A1 R1 P48	38.96252353800	-121.29020875500
10149	2113140.706500	6763488.81063	0.00	A1 R1 P49	38.96252340600	-121.29019703200
10150	2113140.684800	6763492.14385	0.00	A1 R1 P50	38.96252327500	-121.29018531000
10106	2113141.639190	6763345.48020	0.00	A1 R1 P6	38.96252903980	-121.29070108500
10151	2113140.663410	6763495.47728	0.00	A1 R1 P51	38.96252314470	-121.29017358700
10152	2113140.641590	6763498.81055	0.00	A1 R1 P52	38.96252301340	-121.29016186500
10153	2113140.619730	6763502.14362	0.00	A1 R1 P53	38.96252288180	-121.29015014400
10154	2113140.598040	6763505.47686	0.00	A1 R1 P54	38.96252275080	-121.29013842200
10155	2113140.576670	6763508.81029	0.00	A1 R1 P55	38.96252262060	-121.29012669900
10156	2113140.554760	6763512.14362	0.00	A1 R1 P56	38.96252248900	-121.29011497700
10157	2113140.533050	6763515.47668	0.00	A1 R1 P57	38.96252235790	-121.29010325500
10158	2113140.511300	6763518.80986	0.00	A1 R1 P58	38.96252222670	-121.29009153300
10159	2113140.489910	6763522.14329	0.00	A1 R1 P59	38.96252209640	-121.29007981100
10160	2113140.468030	6763525.47661	0.00	A1 R1 P60	38.96252196490	-121.29006808800
10107	2113141.617330	6763348.81354	0.00	A1 R1 P7	38.96252890830	-121.29068936200
10161	2113140.446310	6763528.80969	0.00	A1 R1 P61	38.96252183370	-121.29005636700
10162	2113140.424540	6763532.14286	0.00	A1 R1 P62	38.96252170250	-121.29004464500
10163	2113140.403150	6763535.47629	0.00	A1 R1 P63	38.96252157220	-121.29003292200
10164	2113140.381260	6763538.80961	0.00	A1 R1 P64	38.96252144060	-121.29002120000
10165	2113140.359550	6763542.14269	0.00	A1 R1 P65	38.96252130950	-121.29000947800
10166	2113140.337790	6763545.47586	0.00	A1 R1 P66	38.96252117820	-121.28999775700
10167	2113140.316450	6763548.80923	0.00	A1 R1 P67	38.96252104810	-121.28998603400
10168	2113140.294420	6763552.14263	0.00	A1 R1 P68	38.96252091620	-121.28997431200
10169	2113140.272730	6763555.47586	0.00	A1 R1 P69	38.96252078510	-121.28996258900
10170	2113140.251340	6763558.80928	0.00	A1 R1 P70	38.96252065480	-121.28995086700
10108	2113141.595700	6763352.14664	0.00	A1 R1 P8	38.96252877750	-121.29067764100
10171	2113140.229520	6763562.14255	0.00	A1 R1 P71	38.96252052340	-121.28993914500
10172	2113140.207650	6763565.47563	0.00	A1 R1 P72	38.96252039190	-121.28992742300
10173	2113140.185980	6763568.80886	0.00	A1 R1 P73	38.96252026080	-121.28991570100
10174	2113140.164600	6763572.14229	0.00	A1 R1 P74	38.96252013060	-121.28990397800
10175	2113140.142690	6763575.47562	0.00	A1 R1 P75	38.96251999890	-121.28989225600
10176	2113140.120990	6763578.80869	0.00	A1 R1 P76	38.96251986780	-121.28988053500
10177	2113140.099230	6763582.14186	0.00	A1 R1 P77	38.96251973660	-121.28986881300
10178	2113140.077890	6763585.47524	0.00	A1 R1 P78	38.96251960650	-121.28985709000
10179	2113140.055890	6763588.80857	0.00	A1 R1 P79	38.96251947450	-121.28984536800
10180	2113140.034210	6763592.14168	0.00	A1 R1 P80	38.96251934350	-121.28983364600
10109	2113141.573880	6763355.47979	0.00	A1 R1 P9	38.96252864610	-121.29066591900
10181	2113140.012470	6763595.47486	0.00	A1 R1 P81	38.96251921230	-121.28982192400
10182	2113139.991090	6763598.80828	0.00	A1 R1 P82	38.96251908200	-121.28981020200
10183	2113139.969190	6763602.14160	0.00	A1 R1 P83	38.96251895040	-121.28979847900
10184	2113139.947510	6763605.47468	0.00	A1 R1 P84	38.96251881930	-121.28978675800
10185	2113139.925940	6763608.80615	0.00	A1 R1 P85	38.96251868860	-121.28977504200
10110	2113141.552510	6763358.81319	0.00	A1 R1 P10	38.96252851600	-121.29065419600
10201	2113131.748110	6763328.91416	0.00	A1 R2 P1	38.96250223650	-121.29075961700
10202	2113131.726320	6763332.24751	0.00	A1 R2 P2	38.96250210530	-121.29074789500
10211	2113131.531280	6763362.24682	0.00	A1 R2 P11	38.96250092680	-121.29064239600
10212	2113131.509390	6763365.58020	0.00	A1 R2 P12	38.96250079530	-121.29063067300
10213	2113131.487850	6763368.91363	0.00	A1 R2 P13	38.96250066470	-121.29061895100
10214	2113131.466130	6763372.24674	0.00	A1 R2 P14	38.96250053360	-121.29060722900
10215	2113131.444520	6763375.57984	0.00	A1 R2 P15	38.96250040280	-121.29059550700
10216	2113131.422720	6763378.91325	0.00	A1 R2 P16	38.96250027150	-121.29058378500
10217	2113131.401110	6763382.24664	0.00	A1 R2 P17	38.96250014070	-121.29057206200
10218	2113131.379340	6763385.57979	0.00	A1 R2 P18	38.96250000950	-121.29056034000
10219	2113131.357770	6763388.91292	0.00	A1 R2 P19	38.96249987880	-121.29054861900
10220	2113131.335990	6763392.24625	0.00	A1 R2 P20	38.96249974760	-121.29053689600
10203	2113131.704720	6763335.58077	0.00	A1 R2 P3	38.96250197450	-121.29073617300
10221	2113131.314350	6763395.57964	0.00	A1 R2 P21	38.96249961670	-121.29052517400
10222	2113131.292680	6763398.91283	0.00	A1 R2 P22	38.96249948580	-121.29051345200
10223	2113131.271040	6763402.24591	0.00	A1 R2 P23	38.96249935490	-121.29050173000
10224	2113131.249220	6763405.57925	0.00	A1 R2 P24	38.96249922350	-121.29049000800
10225	2113131.227650	6763408.91253	0.00	A1 R2 P25	38.96249909280	-121.29047828600
10226	2113131.205820	6763412.24570	0.00	A1 R2 P26	38.96249896140	-121.29046656400
10227	2113131.184160	6763415.57902	0.00	A1 R2 P27	38.96249883050	-121.29045484200
10228	2113131.162620	6763418.91231	0.00	A1 R2 P28	38.96249869990	-121.29044311900
10229	2113131.140750	6763422.24559	0.00	A1 R2 P29	38.96249856840	-121.29043139700
10230	2113131.119280	6763425.57885	0.00	A1 R2 P30	38.96249843800	-121.29041967500
10204	2113131.683040	6763338.91388	0.00	A1 R2 P4	38.96250184360	-121.29072445100
10231	2113131.097400	6763428.91226	0.00	A1 R2 P31	38.96249830640	-121.29040795200
10232	2113131.075820	6763432.24567	0.00	A1 R2 P32	38.96249817570	-121.29039623000
10233	2113131.054070	6763435.57876	0.00	A1 R2 P33	38.96249804450	-121.29038450800
10234	2113131.032520	6763438.91186	0.00	A1 R2 P34	38.96249791390	-121.29037278700
10235	2113131.010680	6763442.24528	0.00	A1 R2 P35	38.96249778250	-121.29036106400
10236	2113130.989060	6763445.57868	0.00	A1 R2 P36	38.96249765160	-121.29034934100
10237	2113130.967320	6763448.91182	0.00	A1 R2 P37	38.96249752050	-121.29033762000
10238	2113130.945720	6763452.24493	0.00	A1 R2 P38	38.96249738970	-121.29032589800
10239	2113130.923940	6763455.57829	0.00	A1 R2 P39	38.96249725840	-121.29031417600
10240	2113130.902290	6763458.91168	0.00	A1 R2 P40	38.96249712750	-121.29030245300
10205	2113131.661240	6763342.24719	0.00	A1 R2 P5	38.96250171230	-121.29071272900
10241	2113130.880620	6763462.24483	0.00	A1 R2 P41	38.96249699650	-121.29029073100
10242	2113130.858970	6763465.57793	0.00	A1 R2 P42	38.96249686560	-121.29027901000
10243	2113130.837170	6763468.91128	0.00	A1 R2 P43	38.96249673430	-121.29026728700
10244	2113130.815600	6763472.24454	0.00	A1 R2 P44	38.96249660360	-121.29025556500
10245	2113130.793780	6763475.57770	0.00	A1 R2 P45	38.96249647220	-121.29024384300
10246	2113130.772100	6763478.91104	0.00	A1 R2 P46	38.96249634120	-121.29023212100
10247	2113130.750580	6763482.24433	0.00	A1 R2 P47	38.96249621060	-121.29022039900
10248	2113130.728680	6763485.57760	0.00	A1 R2 P48	38.96249607900	-121.29020867600
10249	2113130.707230	6763488.91086	0.00	A1 R2 P49	38.96249594860	-121.29019695400
10250	2113130.685350	6763492.24428	0.00	A1 R2 P50	38.96249581700	-121.29018523200
10206	2113131.639640	6763345.58049	0.00	A1 R2 P6	38.96250158150	-121.29070100700
10251	2113130.663750	6763495.57769	0.00	A1 R2 P51	38.96249568620	-121.29017350900
10252	2113130.641960	6763498.91077	0.00	A1 R2 P52	38.96249555490	-121.29016178800
10253	2113130.620440	6763502.24386	0.00	A1 R2 P53	38.96249542430	-121.29015006600
10254	2113130.598610	6763505.57729	0.00	A1 R2 P54	38.96249529290	-121.29013834300
10255	2113130.576980	6763508.91069	0.00	A1 R2 P55	38.96249516200	-121.29012662100
10256	2113130.555260	6763512.24383	0.00	A1 R2 P56	38.96249503090	-121.29011489900
10257	2113130.533650	6763515.57694	0.00	A1 R2 P57	38.96249490010	-121.29010317700
10258	2113130.511860	6763518.91029	0.00	A1 R2 P58	38.96249476870	-121.29009145500
10259	2113130.490220	6763522.24369	0.00	A1 R2 P59	38.96249463780	-121.29007973200
10260	2113130.468550	6763525.57684	0.00	A1 R2 P60	38.96249450680	-121.29006801100
10207	2113131.617790	6763348.91369	0.00	A1 R2 P7	38.96250145010	-121.29068928500
10261	2113130.446890	6763528.90993	0.00	A1 R2 P61	38.96249437590	-121.29005628900
10262	2113130.425110	6763532.24329	0.00	A1 R2 P62	38.96249424450	-121.29004456700
10263	2113130.403480	6763535.57669	0.00	A1 R2 P63	38.96249411370	-121.29003284400
10264	2113130.381760	6763538.90984	0.00	A1 R2 P64	38.96249398250	-121.29002112200
10265	2113130.360030	6763542.24304	0.00	A1 R2 P65	38.96249385140	-121.29000940000
10266	2113130.338510	6763545.57634	0.00	A1 R2 P66	38.96249372080	-121.28999767800
10267	2113130.316610	6763548.90961	0.00	A1 R2 P67	38.96249358910	-121.28998595600
10268	2113130.295150	6763552.24286	0.00	A1 R2 P68	38.96249345870	-121.28997423400
10269	2113130.273290	6763555.57628	0.00	A1 R2 P69	38.96249332720	-121.28996251100
10270	2113130.251670	6763558.90968	0.00	A1 R2 P70	38.96249319630	-121.28995078800
10208	2113131.596180	6763352.24696	0.00	A1 R2 P8	38.96250131930	-121.29067756200
10271	2113130.229870	6763562.24276	0.00	A1 R2 P71	38.96249306490	-121.28993906700
10272	2113130.208360	6763565.57586	0.00	A1 R2 P72	38.96249293440	-121.28992734500
10273	2113130.186540	6763568.90929	0.00	A1 R2 P73	38.96249280290	-121.28991562300
10274	2113130.164890	6763572.24268	0.00	A1 R2 P74	38.96249267200	-121.28990390000
10275	2113130.143190	6763575.57582	0.00	A1 R2 P75	38.96249254090	-121.28989217800
10276	2113130.121570	6763578.90894	0.00	A1 R2 P76	38.96249241000	-121.28988045700
10277	2113130.099780	6763582.24229	0.00	A1 R2 P77	38.96249227860	-121.28986873400
10278	2113130.078180	6763585.57554	0.00	A1 R2 P78	38.96249214780	-121.28985701200
10279	2113130.056410	6763588.90869	0.00	A1 R2 P79	38.96249201650	-121.28984529100
10280	2113130.034770	6763592.24193	0.00	A1 R2 P80	38.96249188560	-121.28983356800
10209	2113131.574580	6763355.58025	0.00	A1 R2 P9	38.96250118860	-121.29066584000
10281	2113130.013040	6763595.57528	0.00	A1 R2 P81	38.96249175440	-121.28982184600
10282	2113129.991430	6763598.90866	0.00	A1 R2 P82	38.96249162350	-121.28981012300
10283	2113129.969670	6763602.24180	0.00	A1 R2 P83	38.96249149230	-121.28979840200
10284	2113129.948000	6763605.57498	0.00	A1 R2 P84	38.96249136120	-121.28978668000
10285	2113129.926330	6763608.90656	0.00	A1 R2 P85	38.96249123020	-121.28977496400
10210	2113131.552790	6763358.91357	0.00	A1 R2 P10	38.96250105730	-121.29065411800
11101	2113041.752500	6763329.81660	0.00	A1 R11 P1	38.96225511340	-121.29075891400
11102	2113041.730780	6763333.14985	0.00	A1 R11 P2	38.96225498240	-121.29074719200
11111	2113041.535760	6763363.14925	0.00	A1 R11 P11	38.96225380400	-121.29064169300
11112	2113041.514000	6763366.48258	0.00	A1 R11 P12	38.96225367280	-121.29062997000
11113	2113041.492270	6763369.81578	0.00	A1 R11 P13	38.96225354170	-121.29061824800
11114	2113041.470720	6763373.14892	0.00	A1 R11 P14	38.96225341110	-121.29060652700
11115	2113041.448910	6763376.48222	0.00	A1 R11 P15	38.96225327980	-121.29059480500
11116	2113041.427270	6763379.81560	0.00	A1 R11 P16	38.96225314890	-121.29058308200
11117	2113041.405590	6763383.14881	0.00	A1 R11 P17	38.96225301790	-121.29057136000
11118	2113041.383860	6763386.48211	0.00	A1 R11 P18	38.96225288680	-121.29055963800
11119	2113041.362200	6763389.81549	0.00	A1 R11 P19	38.96225275590	-121.29054791500
11120	2113041.340580	6763393.14871	0.00	A1 R11 P20	38.96225262500	-121.29053619300
11103	2113041.709220	6763336.48315	0.00	A1 R11 P3	38.96225485170	-121.29073546900
11121	2113041.318850	6763396.48191	0.00	A1 R11 P21	38.96225249390	-121.29052447200
11122	2113041.297140	6763399.81522	0.00	A1 R11 P22	38.96225236290	-121.29051274900
11123	2113041.275510	6763403.14854	0.00	A1 R11 P23	38.96225223200	-121.29050102700
11124	2113041.253790	6763406.48173	0.00	A1 R11 P24	38.96225210090	-121.29048930500
11125	2113041.232080	6763409.81500	0.00	A1 R11 P25	38.96225196990	-121.29047758300
11126	2113041.210490	6763413.14832	0.00	A1 R11 P26	38.96225183910	-121.29046586100
11127	2113041.188740	6763416.48155	0.00	A1 R11 P27	38.96225170790	-121.29045413900
11128	2113041.167030	6763419.81473	0.00	A1 R11 P28	38.96225157690	-121.29044241700
11129	2113041.145270	6763423.14800	0.00	A1 R11 P29	38.96225144570	-121.29043069500
11130	2113041.123740	6763426.48132	0.00	A1 R11 P30	38.96225131510	-121.29041897200
11104	2113041.687540	6763339.81649	0.00	A1 R11 P4	38.96225472080	-121.29072374700
11131	2113041.101990	6763429.81463	0.00	A1 R11 P31	38.96225118390	-121.29040725000
11132	2113041.080260	6763433.14782	0.00	A1 R11 P32	38.96225105280	-121.29039552800
11133	2113041.058680	6763436.48093	0.00	A1 R11 P33	38.96225092210	-121.29038380700
11134	2113041.036870	6763439.81423	0.00	A1 R11 P34	38.96225079070	-121.29037208500
11135	2113041.015240	6763443.14763	0.00	A1 R11 P35	38.96225065980	-121.29036036200
11136	2113040.993540	6763446.48084	0.00	A1 R11 P36	38.96225052880	-121.29034864000
11137	2113040.971840	6763449.81415	0.00	A1 R11 P37	38.96225039770	-121.29033691800
11138	2113040.950160	6763453.14753	0.00	A1 R11 P38	38.96225026670	-121.29032519500
11139	2113040.928510	6763456.48074	0.00	A1 R11 P39	38.96225013580	-121.29031347300
11140	2113040.906830	6763459.81392	0.00	A1 R11 P40	38.96225000480	-121.29030175200
11105	2113041.665780	6763343.14969	0.00	A1 R11 P5	38.96225458960	-121.29071202500
11141	2113040.885070	6763463.14723	0.00	A1 R11 P41	38.96224987360	-121.29029002900
11142	2113040.863430	6763466.48056	0.00	A1 R11 P42	38.96224974270	-121.29027830700
11143	2113040.841750	6763469.81375	0.00	A1 R11 P43	38.96224961170	-121.29026658500
11144	2113040.820070	6763473.14692	0.00	A1 R11 P44	38.96224948070	-121.29025486300
11145	2113040.798270	6763476.48023	0.00	A1 R11 P45	38.96224934940	-121.29024314100
11146	2113040.776670	6763479.81356	0.00	A1 R11 P46	38.96224921860	-121.29023141900
11147	2113040.754990	6763483.14674	0.00	A1 R11 P47	38.96224908760	-121.29021969700
11148	2113040.733210	6763486.48002	0.00	A1 R11 P48	38.96224895630	-121.29020797500
11149	2113040.711670	6763489.81334	0.00	A1 R11 P49	38.96224882570	-121.29019625300
11150	2113040.689940	6763493.14665	0.00	A1 R11 P50	38.96224869450	-121.29018453000
11106	2113041.644140	6763346.48293	0.00	A1 R11 P6	38.96225445880	-121.29070030300
11151	2113040.668210	6763496.47984	0.00	A1 R11 P51	38.96224856340	-121.29017280800
11152	2113040.646610	6763499.81293	0.00	A1 R11 P52	38.96224843260	-121.29016108700
11153	2113040.624810	6763503.14623	0.00	A1 R11 P53	38.96224830120	-121.29014936500
11154	2113040.603180	6763506.47965	0.00	A1 R11 P54	38.96224817030	-121.29013764200
11155	2113040.581470	6763509.81285	0.00	A1 R11 P55	38.96224803920	-121.29012592000
11156	2113040.559770	6763513.14615	0.00	A1 R11 P56	38.96224790820	-121.29011419800
11157	2113040.538090	6763516.47954	0.00	A1 R11 P57	38.96224777710	-121.29010247500
11158	2113040.516430	6763519.81274	0.00	A1 R11 P58	38.96224764620	-121.29009075400
11159	2113040.494770	6763523.14592	0.00	A1 R11 P59	38.96224751520	-121.29007903200
11160	2113040.473000	6763526.47923	0.00	A1 R11 P60	38.96224738390	-121.29006731000
11107	2113041.622540	6763349.81625	0.00	A1 R11 P7	38.96225432800	-121.29068858100
11161	2113040.451350	6763529.81256	0.00	A1 R11 P61	38.96224725300	-121.29005558700
11162	2113040.429670	6763533.14576	0.00	A1 R11 P62	38.96224712200	-121.29004386500
11163	2113040.408020	6763536.47892	0.00	A1 R11 P63	38.96224699100	-121.29003214400
11164	2113040.386210	6763539.81223	0.00	A1 R11 P64	38.96224685960	-121.29002042100
11165	2113040.364600	6763543.14556	0.00	A1 R11 P65	38.96224672880	-121.29000869900
11166	2113040.342930	6763546.47875	0.00	A1 R11 P66	38.96224659780	-121.28999697700
11167	2113040.321140	6763549.81202	0.00	A1 R11 P67	38.96224646640	-121.28998525500
11168	2113040.299600	6763553.14534	0.00	A1 R11 P68	38.96224633580	-121.28997353300
11169	2113040.277870	6763556.47865	0.00	A1 R11 P69	38.96224620460	-121.28996181000
11170	2113040.256140	6763559.81184	0.00	A1 R11 P70	38.96224607340	-121.28995008900
11108	2113041.600760	6763353.14951	0.00	A1 R11 P8	38.96225419680	-121.29067685900
11171	2113040.234540	6763563.14492	0.00	A1 R11 P71	38.96224594260	-121.28993836700
11172	2113040.212750	6763566.47823	0.00	A1 R11 P72	38.96224581130	-121.28992664500
11173	2113040.191100	6763569.81165	0.00	A1 R11 P73	38.96224568030	-121.28991492200
11174	2113040.169390	6763573.14484	0.00	A1 R11 P74	38.96224554920	-121.28990320000
11175	2113040.147690	6763576.47815	0.00	A1 R11 P75	38.96224541810	-121.28989147800
11176	2113040.126040	6763579.81154	0.00	A1 R11 P76	38.96224528710	-121.28987975600
11177	2113040.104350	6763583.14473	0.00	A1 R11 P77	38.96224515610	-121.28986803400
11178	2113040.082700	6763586.47791	0.00	A1 R11 P78	38.96224502510	-121.28985631200
11179	2113040.060930	6763589.81121	0.00	A1 R11 P79	38.96224489380	-121.28984459000
11180	2113040.039280	6763593.14455	0.00	A1 R11 P80	38.96224476280	-121.28983286700
11109	2113041.579020	6763356.48270	0.00	A1 R11 P9	38.96225406570	-121.29066513700
11181	2113040.017600	6763596.47775	0.00	A1 R11 P81	38.96224463180	-121.28982114600
11182	2113039.995940	6763599.81090	0.00	A1 R11 P82	38.96224450080	-121.28980942400
11183	2113039.974150	6763603.14418	0.00	A1 R11 P83	38.96224436940	-121.28979770200
11184	2113039.952580	6763606.47753	0.00	A1 R11 P84	38.96224423870	-121.28978597900
11185	2113039.930930	6763609.80906	0.00	A1 R11 P85	38.96224410770	-121.28977426300
11110	2113041.557300	6763359.81592	0.00	A1 R11 P10	38.96225393460	-121.29065341500
11201	2113031.752960	6763329.91684	0.00	A1 R12 P1	38.96222765530	-121.29075883600
11202	2113031.731290	6763333.25012	0.00	A1 R12 P2	38.96222752430	-121.29074711300
11211	2113031.536180	6763363.24950	0.00	A1 R12 P11	38.96222634570	-121.29064161500
11212	2113031.514520	6763366.58277	0.00	A1 R12 P12	38.96222621480	-121.29062989200
11213	2113031.492750	6763369.91599	0.00	A1 R12 P13	38.96222608360	-121.29061817000
11214	2113031.471160	6763373.24917	0.00	A1 R12 P14	38.96222595280	-121.29060644900
11215	2113031.449460	6763376.58247	0.00	A1 R12 P15	38.96222582180	-121.29059472600
11216	2113031.427780	6763379.91587	0.00	A1 R12 P16	38.96222569080	-121.29058300400
11217	2113031.406030	6763383.24910	0.00	A1 R12 P17	38.96222555970	-121.29057128200
11218	2113031.384380	6763386.58241	0.00	A1 R12 P18	38.96222542880	-121.29055956000
11219	2113031.362740	6763389.91581	0.00	A1 R12 P19	38.96222529790	-121.29054783700
11220	2113031.341000	6763393.24905	0.00	A1 R12 P20	38.96222516680	-121.29053611500
11203	2113031.709800	6763336.58340	0.00	A1 R12 P3	38.96222739390	-121.29073539100
11221	2113031.319330	6763396.58220	0.00	A1 R12 P21	38.96222503580	-121.29052439300
11222	2113031.297810	6763399.91541	0.00	A1 R12 P22	38.96222490530	-121.29051267100
11223	2113031.275940	6763403.24869	0.00	A1 R12 P23	38.96222477380	-121.29050094900
11224	2113031.254190	6763406.58201	0.00	A1 R12 P24	38.96222464260	-121.29048922700
11225	2113031.232750	6763409.91532	0.00	A1 R12 P25	38.96222451220	-121.29047750500
11226	2113031.210990	6763413.24850	0.00	A1 R12 P26	38.96222438110	-121.29046578300
11227	2113031.189180	6763416.58169	0.00	A1 R12 P27	38.96222424970	-121.29045406100
11228	2113031.167420	6763419.91502	0.00	A1 R12 P28	38.96222411850	-121.29044233900
11229	2113031.145950	6763423.24833	0.00	A1 R12 P29	38.96222398810	-121.29043061700
11230	2113031.124120	6763426.58158	0.00	A1 R12 P30	38.96222385670	-121.29041889400
11204	2113031.687980	6763339.91666	0.00	A1 R12 P4	38.96222726250	-121.29072366900
11231	2113031.102530	6763429.91482	0.00	A1 R12 P31	38.96222372600	-121.29040717200
11232	2113031.080720	6763433.24802	0.00	A1 R12 P32	38.96222359460	-121.29039545100
11233	2113031.059090	6763436.58118	0.00	A1 R12 P33	38.96222346370	-121.29038372900
11234	2113031.037450	6763439.91449	0.00	A1 R12 P34	38.96222333290	-121.29037200700
11235	2113031.015740	6763443.24790	0.00	A1 R12 P35	38.96222320180	-121.29036028400
11236	2113030.993990	6763446.58114	0.00	A1 R12 P36	38.96222307060	-121.29034856200
11237	2113030.972370	6763449.91446	0.00	A1 R12 P37	38.96222293970	-121.29033684000
11238	2113030.950680	6763453.24784	0.00	A1 R12 P38	38.96222280870	-121.29032511700
11239	2113030.929000	6763456.58103	0.00	A1 R12 P39	38.96222267770	-121.29031339500
11240	2113030.907240	6763459.91417	0.00	A1 R12 P40	38.96222254650	-121.29030167400
11205	2113031.666200	6763343.24995	0.00	A1 R12 P5	38.96222713130	-121.29071194700
11241	2113030.885760	6763463.24741	0.00	A1 R12 P41	38.96222241610	-121.29028995200
11242	2113030.863830	6763466.58076	0.00	A1 R12 P42	38.96222228440	-121.29027822900
11243	2113030.842180	6763469.91408	0.00	A1 R12 P43	38.96222215340	-121.29026650700
11244	2113030.820530	6763473.24723	0.00	A1 R12 P44	38.96222202250	-121.29025478500
11245	2113030.798970	6763476.58041	0.00	A1 R12 P45	38.96222189180	-121.29024306300
11246	2113030.777120	6763479.91370	0.00	A1 R12 P46	38.96222176030	-121.29023134100
11247	2113030.755380	6763483.24703	0.00	A1 R12 P47	38.96222162920	-121.29021961900
11248	2113030.733900	6763486.58034	0.00	A1 R12 P48	38.96222149870	-121.29020789700
11249	2113030.712160	6763489.91351	0.00	A1 R12 P49	38.96222136750	-121.29019617500
11250	2113030.690390	6763493.24674	0.00	A1 R12 P50	38.96222123630	-121.29018445300
11206	2113031.644780	6763346.58327	0.00	A1 R12 P6	38.96222700110	-121.29070022500
11251	2113030.668660	6763496.58002	0.00	A1 R12 P51	38.96222110510	-121.29017273100
11252	2113030.647010	6763499.91318	0.00	A1 R12 P52	38.96222097420	-121.29016100900
11253	2113030.625400	6763503.24650	0.00	A1 R12 P53	38.96222084340	-121.29014928700
11254	2113030.603680	6763506.57992	0.00	A1 R12 P54	38.96222071220	-121.29013756400
11255	2113030.581960	6763509.91310	0.00	A1 R12 P55	38.96222058110	-121.29012584200
11256	2113030.560260	6763513.24642	0.00	A1 R12 P56	38.96222045000	-121.29011412000
11257	2113030.538610	6763516.57985	0.00	A1 R12 P57	38.96222031910	-121.29010239700
11258	2113030.516920	6763519.91304	0.00	A1 R12 P58	38.96222018810	-121.29009067600
